Date,Name,number_of_flights
2020-08-08,Hawaii,144
2020-08-08,Iowa,60
2020-08-08,Idaho,71
2020-08-08,Illinois,777
2020-08-08,Indiana,116
2020-08-08,Kansas,31
2020-08-08,Kentucky,144
2020-08-08,Louisiana,122
2020-08-08,Massachusetts,157
2020-08-08,Maryland,197
2020-08-08,Maine,34
2020-08-08,Michigan,390
2020-08-08,Minnesota,301
2020-08-08,Missouri,259
2020-08-08,Mississippi,26
2020-08-08,Montana,93
2020-08-08,North Carolina,650
2020-08-08,North Dakota,35
2020-08-08,Nebraska,56
2020-08-08,New Hampshire,15
2020-08-08,New Jersey,176
2020-08-08,New Mexico,46
2020-08-08,Nevada,293
2020-08-08,New York,351
2020-08-08,Ohio,180
2020-08-08,Oklahoma,79
2020-08-08,Oregon,188
2020-08-08,Pennsylvania,349
2020-08-08,Puerto Rico,58
2020-08-08,Rhode Island,21
2020-08-08,South Carolina,152
2020-08-08,South Dakota,41
2020-08-08,Tennessee,244
2020-08-08,Pacific Trust Territories and Possessions,3
2020-08-08,Texas,1366
2020-08-08,Utah,278
2020-08-08,Virginia,391
2020-08-08,Virgin Islands,17
2020-08-08,Vermont,12
2020-08-08,Washington,485
2020-08-08,Wisconsin,116
2020-08-08,West Virginia,17
2020-08-08,Wyoming,32
2020-08-09,Alaska,86
2020-08-09,Alabama,68
2020-08-09,Arkansas,55
2020-08-09,Arizona,344
2020-08-09,California,1217
2020-08-09,Colorado,660
2020-08-09,Connecticut,44
2020-08-09,Florida,1008
2020-08-09,Georgia,777
2020-08-09,Hawaii,161
2020-08-09,Iowa,65
2020-08-09,Idaho,77
2020-08-09,Illinois,854
2020-08-09,Indiana,128
2020-08-09,Kansas,35
2020-08-09,Kentucky,154
2020-08-09,Louisiana,131
2020-08-09,Massachusetts,189
2020-08-09,Maryland,213
2020-08-09,Maine,34
2020-08-09,Michigan,414
2020-08-09,Minnesota,309
2020-08-09,Missouri,275
2020-08-09,Mississippi,29
2020-08-09,Montana,98
2020-08-09,North Carolina,672
2020-08-09,North Dakota,40
2020-08-09,Nebraska,59
2020-08-09,New Hampshire,18
2020-08-09,New Jersey,197
2020-08-09,New Mexico,43
2020-08-09,Nevada,375
2020-08-09,New York,397
2020-08-09,Ohio,198
2020-08-09,Oklahoma,83
2020-08-09,Oregon,195
2020-08-09,Pennsylvania,418
2020-08-09,Puerto Rico,58
2020-08-09,Rhode Island,25
2020-08-09,South Carolina,143
2020-08-09,South Dakota,40
2020-08-09,Tennessee,284
2020-08-09,Pacific Trust Territories and Possessions,1
2020-08-09,Texas,1455
2020-08-09,Utah,293
2020-08-09,Virginia,414
2020-08-09,Virgin Islands,15
2020-08-09,Vermont,14
2020-08-09,Washington,488
2020-08-09,Wisconsin,126
2020-08-09,West Virginia,16
2020-08-09,Wyoming,34
2020-08-10,Alaska,92
2020-08-10,Alabama,71
2020-08-10,Arkansas,54
2020-08-10,Arizona,343
2020-08-10,California,1228
2020-08-10,Colorado,667
2020-08-10,Connecticut,43
2020-08-10,Florida,966
2020-08-10,Georgia,777
2020-08-10,Hawaii,167
2020-08-10,Iowa,62
2020-08-10,Idaho,73
2020-08-10,Illinois,843
2020-08-10,Indiana,131
2020-08-10,Kansas,34
2020-08-10,Kentucky,160
2020-08-10,Louisiana,134
2020-08-10,Massachusetts,165
2020-08-10,Maryland,216
2020-08-10,Maine,34
2020-08-10,Michigan,409
2020-08-10,Minnesota,306
2020-08-10,Missouri,279
2020-08-10,Mississippi,29
2020-08-10,Montana,95
2020-08-10,North Carolina,671
2020-08-10,North Dakota,41
2020-08-10,Nebraska,59
2020-08-10,New Hampshire,17
2020-08-10,New Jersey,186
2020-08-10,New Mexico,49
2020-08-10,Nevada,357
2020-08-10,New York,378
2020-08-10,Ohio,200
2020-08-10,Oklahoma,82
2020-08-10,Oregon,193
2020-08-10,Pennsylvania,416
2020-08-10,Puerto Rico,57
2020-08-10,Rhode Island,25
2020-08-10,South Carolina,143
2020-08-10,South Dakota,38
2020-08-10,Tennessee,277
2020-08-10,Pacific Trust Territories and Possessions,3
2020-08-10,Texas,1464
2020-08-10,Utah,293
2020-08-10,Virginia,410
2020-08-10,Virgin Islands,13
2020-08-10,Vermont,15
2020-08-10,Washington,492
2020-08-10,Wisconsin,126
2020-08-10,West Virginia,17
2020-08-10,Wyoming,32
2020-08-11,Alaska,88
2020-08-11,Alabama,59
2020-08-11,Arkansas,44
2020-08-11,Arizona,323
2020-08-11,California,1090
2020-08-11,Colorado,589
2020-08-11,Connecticut,37
2020-08-11,Florida,729
2020-08-11,Georgia,683
2020-08-11,Hawaii,162
2020-08-11,Iowa,49
2020-08-11,Idaho,70
2020-08-11,Illinois,756
2020-08-11,Indiana,105
2020-08-11,Kansas,27
2020-08-11,Kentucky,115
2020-08-11,Louisiana,116
2020-08-11,Massachusetts,135
2020-08-11,Maryland,198
2020-08-11,Maine,29
2020-08-11,Michigan,369
2020-08-11,Minnesota,289
2020-08-11,Missouri,255
2020-08-11,Mississippi,22
2020-08-11,Montana,83
2020-08-11,North Carolina,490
2020-08-11,North Dakota,33
2020-08-11,Nebraska,52
2020-08-11,New Hampshire,12
2020-08-11,New Jersey,153
2020-08-11,New Mexico,46
2020-08-11,Nevada,300
2020-08-11,New York,311
2020-08-11,Ohio,165
2020-08-11,Oklahoma,77
2020-08-11,Oregon,178
2020-08-11,Pennsylvania,313
2020-08-11,Puerto Rico,49
2020-08-11,Rhode Island,21
2020-08-11,South Carolina,98
2020-08-11,South Dakota,29
2020-08-11,Tennessee,239
2020-08-11,Pacific Trust Territories and Possessions,1
2020-08-11,Texas,1316
2020-08-11,Utah,269
2020-08-11,Virginia,359
2020-08-11,Virgin Islands,13
2020-08-11,Vermont,11
2020-08-11,Washington,454
2020-08-11,Wisconsin,120
2020-08-11,West Virginia,11
2020-08-11,Wyoming,27
2020-08-12,Alaska,92
2020-08-12,Alabama,62
2020-08-12,Arkansas,46
2020-08-12,Arizona,334
2020-08-12,California,1099
2020-08-12,Colorado,602
2020-08-12,Connecticut,36
2020-08-12,Florida,756
2020-08-12,Georgia,696
2020-08-12,Hawaii,161
2020-08-12,Iowa,52
2020-08-12,Idaho,70
2020-08-12,Illinois,776
2020-08-12,Indiana,109
2020-08-12,Kansas,35
2020-08-12,Kentucky,118
2020-08-12,Louisiana,116
2020-08-12,Massachusetts,135
2020-08-12,Maryland,203
2020-08-12,Maine,30
2020-08-12,Michigan,375
2020-08-12,Minnesota,296
2020-08-12,Missouri,255
2020-08-12,Mississippi,25
2020-08-12,Montana,85
2020-08-12,North Carolina,496
2020-08-12,North Dakota,36
2020-08-12,Nebraska,58
2020-08-12,New Hampshire,12
2020-08-12,New Jersey,152
2020-08-12,New Mexico,47
2020-08-12,Nevada,312
2020-08-12,New York,323
2020-08-12,Ohio,167
2020-08-12,Oklahoma,77
2020-08-12,Oregon,182
2020-08-12,Pennsylvania,318
2020-08-12,Puerto Rico,48
2020-08-12,Rhode Island,20
2020-08-12,South Carolina,105
2020-08-12,South Dakota,32
2020-08-12,Tennessee,246
2020-08-12,Pacific Trust Territories and Possessions,1
2020-08-12,Texas,1333
2020-08-12,Utah,277
2020-08-12,Virginia,356
2020-08-12,Virgin Islands,12
2020-08-12,Vermont,10
2020-08-12,Washington,460
2020-08-12,Wisconsin,121
2020-08-12,West Virginia,13
2020-08-12,Wyoming,28
2020-08-13,Alaska,90
2020-08-13,Alabama,73
2020-08-13,Arkansas,56
2020-08-13,Arizona,360
2020-08-13,California,1177
2020-08-13,Colorado,672
2020-08-13,Connecticut,48
2020-08-13,Florida,945
2020-08-13,Georgia,799
2020-08-13,Hawaii,169
2020-08-13,Iowa,65
2020-08-13,Idaho,75
2020-08-13,Illinois,854
2020-08-13,Indiana,131
2020-08-13,Kansas,36
2020-08-13,Kentucky,149
2020-08-13,Louisiana,136
2020-08-13,Massachusetts,179
2020-08-13,Maryland,220
2020-08-13,Maine,34
2020-08-13,Michigan,413
2020-08-13,Minnesota,311
2020-08-13,Missouri,273
2020-08-13,Mississippi,29
2020-08-13,Montana,95
2020-08-13,North Carolina,677
2020-08-13,North Dakota,42
2020-08-13,Nebraska,61
2020-08-13,New Hampshire,17
2020-08-13,New Jersey,191
2020-08-13,New Mexico,49
2020-08-13,Nevada,388
2020-08-13,New York,386
2020-08-13,Ohio,207
2020-08-13,Oklahoma,90
2020-08-13,Oregon,197
2020-08-13,Pennsylvania,416
2020-08-13,Puerto Rico,53
2020-08-13,Rhode Island,24
2020-08-13,South Carolina,139
2020-08-13,South Dakota,40
2020-08-13,Tennessee,300
2020-08-13,Pacific Trust Territories and Possessions,3
2020-08-13,Texas,1521
2020-08-13,Utah,296
2020-08-13,Virginia,406
2020-08-13,Virgin Islands,13
2020-08-13,Vermont,15
2020-08-13,Washington,484
2020-08-13,Wisconsin,130
2020-08-13,West Virginia,15
2020-08-13,Wyoming,32
2020-08-14,Alaska,92
2020-08-14,Alabama,74
2020-08-14,Arkansas,54
2020-08-14,Arizona,361
2020-08-14,California,1191
2020-08-14,Colorado,676
2020-08-14,Connecticut,45
2020-08-14,Florida,921
2020-08-14,Georgia,788
2020-08-14,Hawaii,170
2020-08-14,Iowa,62
2020-08-14,Idaho,74
2020-08-14,Illinois,843
2020-08-14,Indiana,128
2020-08-14,Kansas,35
2020-08-14,Kentucky,159
2020-08-14,Louisiana,137
2020-08-14,Massachusetts,175
2020-08-14,Maryland,220
2020-08-14,Maine,34
2020-08-14,Michigan,413
2020-08-14,Minnesota,309
2020-08-14,Missouri,277
2020-08-14,Mississippi,29
2020-08-14,Montana,95
2020-08-14,North Carolina,677
2020-08-14,North Dakota,39
2020-08-14,Nebraska,61
2020-08-14,New Hampshire,16
2020-08-14,New Jersey,190
2020-08-14,New Mexico,54
2020-08-14,Nevada,385
2020-08-14,New York,382
2020-08-14,Ohio,209
2020-08-14,Oklahoma,88
2020-08-14,Oregon,196
2020-08-14,Pennsylvania,410
2020-08-14,Puerto Rico,55
2020-08-14,Rhode Island,24
2020-08-14,South Carolina,144
2020-08-14,South Dakota,37
2020-08-14,Tennessee,293
2020-08-14,Pacific Trust Territories and Possessions,1
2020-08-14,Texas,1525
2020-08-14,Utah,292
2020-08-14,Virginia,409
2020-08-14,Virgin Islands,13
2020-08-14,Vermont,14
2020-08-14,Washington,486
2020-08-14,Wisconsin,127
2020-08-14,West Virginia,17
2020-08-14,Wyoming,32
2020-08-15,Alaska,87
2020-08-15,Alabama,68
2020-08-15,Arkansas,48
2020-08-15,Arizona,343
2020-08-15,California,1109
2020-08-15,Colorado,630
2020-08-15,Connecticut,41
2020-08-15,Florida,914
2020-08-15,Georgia,765
2020-08-15,Hawaii,149
2020-08-15,Iowa,59
2020-08-15,Idaho,71
2020-08-15,Illinois,768
2020-08-15,Indiana,116
2020-08-15,Kansas,31
2020-08-15,Kentucky,137
2020-08-15,Louisiana,120
2020-08-15,Massachusetts,155
2020-08-15,Maryland,212
2020-08-15,Maine,35
2020-08-15,Michigan,388
2020-08-15,Minnesota,305
2020-08-15,Missouri,262
2020-08-15,Mississippi,26
2020-08-15,Montana,92
2020-08-15,North Carolina,651
2020-08-15,North Dakota,35
2020-08-15,Nebraska,56
2020-08-15,New Hampshire,14
2020-08-15,New Jersey,174
2020-08-15,New Mexico,50
2020-08-15,Nevada,328
2020-08-15,New York,342
2020-08-15,Ohio,185
2020-08-15,Oklahoma,83
2020-08-15,Oregon,186
2020-08-15,Pennsylvania,353
2020-08-15,Puerto Rico,54
2020-08-15,Rhode Island,22
2020-08-15,South Carolina,142
2020-08-15,South Dakota,42
2020-08-15,Tennessee,258
2020-08-15,Pacific Trust Territories and Possessions,3
2020-08-15,Texas,1424
2020-08-15,Utah,279
2020-08-15,Virginia,385
2020-08-15,Virgin Islands,17
2020-08-15,Vermont,12
2020-08-15,Washington,473
2020-08-15,Wisconsin,122
2020-08-15,West Virginia,17
2020-08-15,Wyoming,32
2020-08-16,Alaska,85
2020-08-16,Alabama,71
2020-08-16,Arkansas,55
2020-08-16,Arizona,357
2020-08-16,California,1168
2020-08-16,Colorado,677
2020-08-16,Connecticut,45
2020-08-16,Florida,963
2020-08-16,Georgia,794
2020-08-16,Hawaii,166
2020-08-16,Iowa,66
2020-08-16,Idaho,76
2020-08-16,Illinois,854
2020-08-16,Indiana,127
2020-08-16,Kansas,36
2020-08-16,Kentucky,152
2020-08-16,Louisiana,132
2020-08-16,Massachusetts,188
2020-08-16,Maryland,221
2020-08-16,Maine,34
2020-08-16,Michigan,413
2020-08-16,Minnesota,314
2020-08-16,Missouri,276
2020-08-16,Mississippi,29
2020-08-16,Montana,98
2020-08-16,North Carolina,675
2020-08-16,North Dakota,40
2020-08-16,Nebraska,60
2020-08-16,New Hampshire,17
2020-08-16,New Jersey,196
2020-08-16,New Mexico,47
2020-08-16,Nevada,403
2020-08-16,New York,399
2020-08-16,Ohio,206
2020-08-16,Oklahoma,88
2020-08-16,Oregon,197
2020-08-16,Pennsylvania,421
2020-08-16,Puerto Rico,58
2020-08-16,Rhode Island,25
2020-08-16,South Carolina,143
2020-08-16,South Dakota,40
2020-08-16,Tennessee,295
2020-08-16,Pacific Trust Territories and Possessions,1
2020-08-16,Texas,1514
2020-08-16,Utah,292
2020-08-16,Virginia,411
2020-08-16,Virgin Islands,15
2020-08-16,Vermont,14
2020-08-16,Washington,476
2020-08-16,Wisconsin,132
2020-08-16,West Virginia,16
2020-08-16,Wyoming,34
2020-08-17,Alaska,91
2020-08-17,Alabama,72
2020-08-17,Arkansas,53
2020-08-17,Arizona,356
2020-08-17,California,1177
2020-08-17,Colorado,683
2020-08-17,Connecticut,45
2020-08-17,Florida,907
2020-08-17,Georgia,777
2020-08-17,Hawaii,166
2020-08-17,Iowa,63
2020-08-17,Idaho,73
2020-08-17,Illinois,837
2020-08-17,Indiana,131
2020-08-17,Kansas,35
2020-08-17,Kentucky,159
2020-08-17,Louisiana,137
2020-08-17,Massachusetts,165
2020-08-17,Maryland,220
2020-08-17,Maine,34
2020-08-17,Michigan,409
2020-08-17,Minnesota,307
2020-08-17,Missouri,276
2020-08-17,Mississippi,29
2020-08-17,Montana,94
2020-08-17,North Carolina,672
2020-08-17,North Dakota,41
2020-08-17,Nebraska,61
2020-08-17,New Hampshire,16
2020-08-17,New Jersey,185
2020-08-17,New Mexico,53
2020-08-17,Nevada,381
2020-08-17,New York,368
2020-08-17,Ohio,208
2020-08-17,Oklahoma,88
2020-08-17,Oregon,193
2020-08-17,Pennsylvania,412
2020-08-17,Puerto Rico,56
2020-08-17,Rhode Island,23
2020-08-17,South Carolina,142
2020-08-17,South Dakota,38
2020-08-17,Tennessee,290
2020-08-17,Pacific Trust Territories and Possessions,3
2020-08-17,Texas,1510
2020-08-17,Utah,290
2020-08-17,Virginia,407
2020-08-17,Virgin Islands,13
2020-08-17,Vermont,15
2020-08-17,Washington,481
2020-08-17,Wisconsin,128
2020-08-17,West Virginia,17
2020-08-17,Wyoming,32
2020-08-18,Alaska,86
2020-08-18,Alabama,61
2020-08-18,Arkansas,45
2020-08-18,Arizona,333
2020-08-18,California,1073
2020-08-18,Colorado,592
2020-08-18,Connecticut,37
2020-08-18,Florida,695
2020-08-18,Georgia,671
2020-08-18,Hawaii,161
2020-08-18,Iowa,48
2020-08-18,Idaho,69
2020-08-18,Illinois,750
2020-08-18,Indiana,103
2020-08-18,Kansas,28
2020-08-18,Kentucky,113
2020-08-18,Louisiana,110
2020-08-18,Massachusetts,136
2020-08-18,Maryland,201
2020-08-18,Maine,29
2020-08-18,Michigan,358
2020-08-18,Minnesota,280
2020-08-18,Missouri,254
2020-08-18,Mississippi,22
2020-08-18,Montana,80
2020-08-18,North Carolina,506
2020-08-18,North Dakota,34
2020-08-18,Nebraska,52
2020-08-18,New Hampshire,12
2020-08-18,New Jersey,152
2020-08-18,New Mexico,46
2020-08-18,Nevada,300
2020-08-18,New York,297
2020-08-18,Ohio,167
2020-08-18,Oklahoma,78
2020-08-18,Oregon,177
2020-08-18,Pennsylvania,314
2020-08-18,Puerto Rico,48
2020-08-18,Rhode Island,21
2020-08-18,South Carolina,99
2020-08-18,South Dakota,29
2020-08-18,Tennessee,243
2020-08-18,Pacific Trust Territories and Possessions,1
2020-08-18,Texas,1324
2020-08-18,Utah,265
2020-08-18,Virginia,355
2020-08-18,Virgin Islands,12
2020-08-18,Vermont,11
2020-08-18,Washington,453
2020-08-18,Wisconsin,116
2020-08-18,West Virginia,10
2020-08-18,Wyoming,25
2020-08-19,Alaska,90
2020-08-19,Alabama,63
2020-08-19,Arkansas,44
2020-08-19,Arizona,332
2020-08-19,California,1073
2020-08-19,Colorado,602
2020-08-19,Connecticut,35
2020-08-19,Florida,707
2020-08-19,Georgia,682
2020-08-19,Hawaii,124
2020-08-19,Iowa,46
2020-08-19,Idaho,70
2020-08-19,Illinois,764
2020-08-19,Indiana,106
2020-08-19,Kansas,32
2020-08-19,Kentucky,109
2020-08-19,Louisiana,111
2020-08-19,Massachusetts,139
2020-08-19,Maryland,201
2020-08-19,Maine,30
2020-08-19,Michigan,364
2020-08-19,Minnesota,288
2020-08-19,Missouri,253
2020-08-19,Mississippi,25
2020-08-19,Montana,82
2020-08-19,North Carolina,511
2020-08-19,North Dakota,34
2020-08-19,Nebraska,56
2020-08-19,New Hampshire,12
2020-08-19,New Jersey,151
2020-08-19,New Mexico,47
2020-08-19,Nevada,304
2020-08-19,New York,304
2020-08-19,Ohio,166
2020-08-19,Oklahoma,78
2020-08-19,Oregon,177
2020-08-19,Pennsylvania,319
2020-08-19,Puerto Rico,45
2020-08-19,Rhode Island,21
2020-08-19,South Carolina,103
2020-08-19,South Dakota,30
2020-08-19,Tennessee,245
2020-08-19,Pacific Trust Territories and Possessions,1
2020-08-19,Texas,1336
2020-08-19,Utah,277
2020-08-19,Virginia,358
2020-08-19,Virgin Islands,11
2020-08-19,Vermont,10
2020-08-19,Washington,453
2020-08-19,Wisconsin,117
2020-08-19,West Virginia,12
2020-08-19,Wyoming,27
2020-08-20,Alaska,87
2020-08-20,Alabama,73
2020-08-20,Arkansas,56
2020-08-20,Arizona,369
2020-08-20,California,1162
2020-08-20,Colorado,679
2020-08-20,Connecticut,48
2020-08-20,Florida,927
2020-08-20,Georgia,792
2020-08-20,Hawaii,128
2020-08-20,Iowa,62
2020-08-20,Idaho,76
2020-08-20,Illinois,848
2020-08-20,Indiana,128
2020-08-20,Kansas,37
2020-08-20,Kentucky,148
2020-08-20,Louisiana,133
2020-08-20,Massachusetts,178
2020-08-20,Maryland,220
2020-08-20,Maine,34
2020-08-20,Michigan,409
2020-08-20,Minnesota,310
2020-08-20,Missouri,271
2020-08-20,Mississippi,29
2020-08-20,Montana,92
2020-08-20,North Carolina,705
2020-08-20,North Dakota,44
2020-08-20,Nebraska,61
2020-08-20,New Hampshire,16
2020-08-20,New Jersey,192
2020-08-20,New Mexico,51
2020-08-20,Nevada,387
2020-08-20,New York,379
2020-08-20,Ohio,202
2020-08-20,Oklahoma,89
2020-08-20,Oregon,195
2020-08-20,Pennsylvania,425
2020-08-20,Puerto Rico,52
2020-08-20,Rhode Island,25
2020-08-20,South Carolina,135
2020-08-20,South Dakota,37
2020-08-20,Tennessee,301
2020-08-20,Pacific Trust Territories and Possessions,3
2020-08-20,Texas,1531
2020-08-20,Utah,294
2020-08-20,Virginia,404
2020-08-20,Virgin Islands,12
2020-08-20,Vermont,15
2020-08-20,Washington,481
2020-08-20,Wisconsin,131
2020-08-20,West Virginia,14
2020-08-20,Wyoming,32
2020-08-21,Alaska,89
2020-08-21,Alabama,74
2020-08-21,Arkansas,53
2020-08-21,Arizona,361
2020-08-21,California,1165
2020-08-21,Colorado,673
2020-08-21,Connecticut,45
2020-08-21,Florida,905
2020-08-21,Georgia,785
2020-08-21,Hawaii,131
2020-08-21,Iowa,61
2020-08-21,Idaho,73
2020-08-21,Illinois,843
2020-08-21,Indiana,123
2020-08-21,Kansas,37
2020-08-21,Kentucky,148
2020-08-21,Louisiana,132
2020-08-21,Massachusetts,176
2020-08-21,Maryland,221
2020-08-21,Maine,34
2020-08-21,Michigan,408
2020-08-21,Minnesota,308
2020-08-21,Missouri,274
2020-08-21,Mississippi,29
2020-08-21,Montana,93
2020-08-21,North Carolina,701
2020-08-21,North Dakota,38
2020-08-21,Nebraska,60
2020-08-21,New Hampshire,16
2020-08-21,New Jersey,191
2020-08-21,New Mexico,52
2020-08-21,Nevada,376
2020-08-21,New York,371
2020-08-21,Ohio,201
2020-08-21,Oklahoma,88
2020-08-21,Oregon,193
2020-08-21,Pennsylvania,418
2020-08-21,Puerto Rico,53
2020-08-21,Rhode Island,24
2020-08-21,South Carolina,139
2020-08-21,South Dakota,36
2020-08-21,Tennessee,291
2020-08-21,Pacific Trust Territories and Possessions,1
2020-08-21,Texas,1533
2020-08-21,Utah,294
2020-08-21,Virginia,409
2020-08-21,Virgin Islands,12
2020-08-21,Vermont,14
2020-08-21,Washington,480
2020-08-21,Wisconsin,129
2020-08-21,West Virginia,13
2020-08-21,Wyoming,31
2020-08-22,Alaska,83
2020-08-22,Alabama,69
2020-08-22,Arkansas,44
2020-08-22,Arizona,330
2020-08-22,California,1083
2020-08-22,Colorado,627
2020-08-22,Connecticut,41
2020-08-22,Florida,857
2020-08-22,Georgia,754
2020-08-22,Hawaii,124
2020-08-22,Iowa,51
2020-08-22,Idaho,70
2020-08-22,Illinois,749
2020-08-22,Indiana,107
2020-08-22,Kansas,29
2020-08-22,Kentucky,125
2020-08-22,Louisiana,115
2020-08-22,Massachusetts,158
2020-08-22,Maryland,213
2020-08-22,Maine,32
2020-08-22,Michigan,376
2020-08-22,Minnesota,303
2020-08-22,Missouri,258
2020-08-22,Mississippi,26
2020-08-22,Montana,88
2020-08-22,North Carolina,674
2020-08-22,North Dakota,32
2020-08-22,Nebraska,54
2020-08-22,New Hampshire,14
2020-08-22,New Jersey,174
2020-08-22,New Mexico,50
2020-08-22,Nevada,323
2020-08-22,New York,333
2020-08-22,Ohio,177
2020-08-22,Oklahoma,80
2020-08-22,Oregon,183
2020-08-22,Pennsylvania,353
2020-08-22,Puerto Rico,51
2020-08-22,Rhode Island,22
2020-08-22,South Carolina,136
2020-08-22,South Dakota,33
2020-08-22,Tennessee,257
2020-08-22,Pacific Trust Territories and Possessions,3
2020-08-22,Texas,1434
2020-08-22,Utah,279
2020-08-22,Virginia,387
2020-08-22,Virgin Islands,16
2020-08-22,Vermont,12
2020-08-22,Washington,469
2020-08-22,Wisconsin,122
2020-08-22,West Virginia,13
2020-08-22,Wyoming,31
2020-08-23,Alaska,81
2020-08-23,Alabama,72
2020-08-23,Arkansas,55
2020-08-23,Arizona,365
2020-08-23,California,1160
2020-08-23,Colorado,686
2020-08-23,Connecticut,46
2020-08-23,Florida,950
2020-08-23,Georgia,788
2020-08-23,Hawaii,121
2020-08-23,Iowa,63
2020-08-23,Idaho,76
2020-08-23,Illinois,845
2020-08-23,Indiana,127
2020-08-23,Kansas,37
2020-08-23,Kentucky,154
2020-08-23,Louisiana,129
2020-08-23,Massachusetts,190
2020-08-23,Maryland,222
2020-08-23,Maine,34
2020-08-23,Michigan,410
2020-08-23,Minnesota,313
2020-08-23,Missouri,275
2020-08-23,Mississippi,29
2020-08-23,Montana,93
2020-08-23,North Carolina,704
2020-08-23,North Dakota,41
2020-08-23,Nebraska,60
2020-08-23,New Hampshire,16
2020-08-23,New Jersey,195
2020-08-23,New Mexico,47
2020-08-23,Nevada,402
2020-08-23,New York,386
2020-08-23,Ohio,202
2020-08-23,Oklahoma,88
2020-08-23,Oregon,196
2020-08-23,Pennsylvania,429
2020-08-23,Puerto Rico,56
2020-08-23,Rhode Island,26
2020-08-23,South Carolina,139
2020-08-23,South Dakota,36
2020-08-23,Tennessee,293
2020-08-23,Pacific Trust Territories and Possessions,1
2020-08-23,Texas,1524
2020-08-23,Utah,291
2020-08-23,Virginia,412
2020-08-23,Virgin Islands,14
2020-08-23,Vermont,14
2020-08-23,Washington,476
2020-08-23,Wisconsin,132
2020-08-23,West Virginia,15
2020-08-23,Wyoming,34
2020-08-24,Alaska,89
2020-08-24,Alabama,74
2020-08-24,Arkansas,52
2020-08-24,Arizona,360
2020-08-24,California,1163
2020-08-24,Colorado,680
2020-08-24,Connecticut,45
2020-08-24,Florida,896
2020-08-24,Georgia,778
2020-08-24,Hawaii,117
2020-08-24,Iowa,62
2020-08-24,Idaho,72
2020-08-24,Illinois,839
2020-08-24,Indiana,126
2020-08-24,Kansas,37
2020-08-24,Kentucky,148
2020-08-24,Louisiana,132
2020-08-24,Massachusetts,163
2020-08-24,Maryland,219
2020-08-24,Maine,34
2020-08-24,Michigan,404
2020-08-24,Minnesota,307
2020-08-24,Missouri,275
2020-08-24,Mississippi,29
2020-08-24,Montana,92
2020-08-24,North Carolina,699
2020-08-24,North Dakota,41
2020-08-24,Nebraska,60
2020-08-24,New Hampshire,16
2020-08-24,New Jersey,188
2020-08-24,New Mexico,53
2020-08-24,Nevada,377
2020-08-24,New York,360
2020-08-24,Ohio,200
2020-08-24,Oklahoma,89
2020-08-24,Oregon,191
2020-08-24,Pennsylvania,418
2020-08-24,Puerto Rico,52
2020-08-24,Rhode Island,23
2020-08-24,South Carolina,137
2020-08-24,South Dakota,37
2020-08-24,Tennessee,287
2020-08-24,Pacific Trust Territories and Possessions,3
