Date,state,number_of_flights,number_of_new_cases
2020-08-02,Pennsylvania,399,570
2020-08-02,Puerto Rico,67,539
2020-08-02,Rhode Island,24,0
2020-08-02,South Carolina,155,1189
2020-08-02,South Dakota,38,88
2020-08-02,Tennessee,281,1349
2020-08-02,Pacific Trust Territories and Possessions,1,0
2020-08-02,Texas,1420,6535
2020-08-02,Utah,297,421
2020-08-02,Virginia,411,981
2020-08-02,Virgin Islands,15,0
2020-08-02,Vermont,14,5
2020-08-02,Washington,490,512
2020-08-02,Wisconsin,119,926
2020-08-02,West Virginia,15,119
2020-08-02,Wyoming,32,39
2020-08-03,Alaska,92,80
2020-08-03,Alabama,72,1217
2020-08-03,Arkansas,52,787
2020-08-03,Arizona,342,1033
2020-08-03,California,1249,6298
2020-08-03,Colorado,659,320
2020-08-03,Connecticut,45,252
2020-08-03,Florida,1022,4752
2020-08-03,Georgia,788,1954
2020-08-03,Hawaii,159,206
2020-08-03,Iowa,62,182
2020-08-03,Idaho,72,373
2020-08-03,Illinois,852,1524
2020-08-03,Indiana,134,580
2020-08-03,Kansas,34,859
2020-08-03,Kentucky,158,534
2020-08-03,Louisiana,138,1099
2020-08-03,Massachusetts,196,199
2020-08-03,Maryland,227,870
2020-08-03,Maine,33,12
2020-08-03,Michigan,422,646
2020-08-03,Minnesota,307,613
2020-08-03,Missouri,273,1099
2020-08-03,Mississippi,29,572
2020-08-03,Montana,94,56
2020-08-03,North Carolina,674,1467
2020-08-03,North Dakota,42,125
2020-08-03,Nebraska,57,254
2020-08-03,New Hampshire,17,26
2020-08-03,New Jersey,199,264
2020-08-03,New Mexico,49,114
2020-08-03,Nevada,360,966
2020-08-03,New York,395,542
2020-08-03,Ohio,211,932
2020-08-03,Oklahoma,82,385
2020-08-03,Oregon,198,298
2020-08-03,Pennsylvania,399,899
2020-08-03,Puerto Rico,62,380
2020-08-03,Rhode Island,24,224
2020-08-03,South Carolina,155,1163
2020-08-03,South Dakota,38,65
2020-08-03,Tennessee,279,1096
2020-08-03,Pacific Trust Territories and Possessions,3,0
2020-08-03,Texas,1484,8782
2020-08-03,Utah,295,396
2020-08-03,Virginia,422,1324
2020-08-03,Virgin Islands,14,18
2020-08-03,Vermont,15,1
2020-08-03,Washington,495,851
2020-08-03,Wisconsin,123,481
2020-08-03,West Virginia,16,119
2020-08-03,Wyoming,31,40
2020-08-04,Alaska,90,61
2020-08-04,Alabama,59,1041
2020-08-04,Arkansas,44,784
2020-08-04,Arizona,310,1031
2020-08-04,California,1159,5023
2020-08-04,Colorado,572,373
2020-08-04,Connecticut,41,48
2020-08-04,Florida,802,5446
2020-08-04,Georgia,677,2952
2020-08-04,Hawaii,157,143
2020-08-04,Iowa,48,326
2020-08-04,Idaho,68,519
2020-08-04,Illinois,758,1360
2020-08-04,Indiana,108,833
2020-08-04,Kansas,26,59
2020-08-04,Kentucky,118,709
2020-08-04,Louisiana,115,3615
2020-08-04,Massachusetts,154,546
2020-08-04,Maryland,205,711
2020-08-04,Maine,29,5
2020-08-04,Michigan,381,790
2020-08-04,Minnesota,290,602
2020-08-04,Missouri,250,1214
2020-08-04,Mississippi,22,1074
2020-08-04,Montana,85,111
2020-08-04,North Carolina,492,1488
2020-08-04,North Dakota,33,148
2020-08-04,Nebraska,50,222
2020-08-04,New Hampshire,13,33
2020-08-04,New Jersey,168,356
2020-08-04,New Mexico,41,210
2020-08-04,Nevada,284,1020
2020-08-04,New York,330,746
2020-08-04,Ohio,166,1143
2020-08-04,Oklahoma,71,866
2020-08-04,Oregon,185,305
2020-08-04,Pennsylvania,305,828
2020-08-04,Puerto Rico,55,533
2020-08-04,Rhode Island,21,144
2020-08-04,South Carolina,112,1239
2020-08-04,South Dakota,28,59
2020-08-04,Tennessee,232,1752
2020-08-04,Pacific Trust Territories and Possessions,1,0
2020-08-04,Texas,1280,9564
2020-08-04,Utah,274,447
2020-08-04,Virginia,367,1145
2020-08-04,Virgin Islands,12,24
2020-08-04,Vermont,11,4
2020-08-04,Washington,471,817
2020-08-04,Wisconsin,113,792
2020-08-04,West Virginia,10,78
2020-08-04,Wyoming,27,36
2020-08-05,Alaska,94,58
2020-08-05,Alabama,61,952
2020-08-05,Arkansas,46,912
2020-08-05,Arizona,320,1693
2020-08-05,California,1156,5518
2020-08-05,Colorado,579,651
2020-08-05,Connecticut,36,115
2020-08-05,Florida,813,5409
2020-08-05,Georgia,684,3933
2020-08-05,Hawaii,156,172
2020-08-05,Iowa,52,605
2020-08-05,Idaho,70,497
2020-08-05,Illinois,775,1876
2020-08-05,Indiana,109,741
2020-08-05,Kansas,34,788
2020-08-05,Kentucky,119,614
2020-08-05,Louisiana,113,1486
2020-08-05,Massachusetts,158,440
2020-08-05,Maryland,191,584
2020-08-05,Maine,30,17
2020-08-05,Michigan,373,752
2020-08-05,Minnesota,296,618
2020-08-05,Missouri,251,1061
2020-08-05,Mississippi,25,1245
2020-08-05,Montana,87,121
2020-08-05,North Carolina,494,1218
2020-08-05,North Dakota,36,124
2020-08-05,Nebraska,56,311
2020-08-05,New Hampshire,13,26
2020-08-05,New Jersey,155,335
2020-08-05,New Mexico,41,226
2020-08-05,Nevada,286,663
2020-08-05,New York,339,639
2020-08-05,Ohio,162,1199
2020-08-05,Oklahoma,71,1103
2020-08-05,Oregon,186,279
2020-08-05,Pennsylvania,311,727
2020-08-05,Puerto Rico,54,327
2020-08-05,Rhode Island,20,91
2020-08-05,South Carolina,109,1282
2020-08-05,South Dakota,32,89
2020-08-05,Tennessee,234,1653
2020-08-05,Pacific Trust Territories and Possessions,1,0
2020-08-05,Texas,1264,9362
2020-08-05,Utah,281,460
2020-08-05,Virginia,370,798
2020-08-05,Virgin Islands,12,38
2020-08-05,Vermont,10,5
2020-08-05,Washington,470,561
2020-08-05,Wisconsin,114,984
2020-08-05,West Virginia,14,108
2020-08-05,Wyoming,28,39
2020-08-06,Alaska,90,40
2020-08-06,Alabama,71,1938
2020-08-06,Arkansas,56,735
2020-08-06,Arizona,343,1514
2020-08-06,California,1235,8237
2020-08-06,Colorado,660,490
2020-08-06,Connecticut,45,20
2020-08-06,Florida,1006,7650
2020-08-06,Georgia,791,2905
2020-08-06,Hawaii,164,151
2020-08-06,Iowa,65,723
2020-08-06,Idaho,76,656
2020-08-06,Illinois,858,1991
2020-08-06,Indiana,133,1056
2020-08-06,Kansas,35,106
2020-08-06,Kentucky,152,612
2020-08-06,Louisiana,134,1303
2020-08-06,Massachusetts,196,231
2020-08-06,Maryland,215,598
2020-08-06,Maine,34,5
2020-08-06,Michigan,413,774
2020-08-06,Minnesota,308,861
2020-08-06,Missouri,273,1224
2020-08-06,Mississippi,29,956
2020-08-06,Montana,95,140
2020-08-06,North Carolina,674,2024
2020-08-06,North Dakota,42,120
2020-08-06,Nebraska,60,332
2020-08-06,New Hampshire,18,23
2020-08-06,New Jersey,191,374
2020-08-06,New Mexico,43,207
2020-08-06,Nevada,366,786
2020-08-06,New York,398,694
2020-08-06,Ohio,202,1166
2020-08-06,Oklahoma,84,840
2020-08-06,Oregon,199,271
2020-08-06,Pennsylvania,412,802
2020-08-06,Puerto Rico,59,283
2020-08-06,Rhode Island,25,130
2020-08-06,South Carolina,141,1325
2020-08-06,South Dakota,40,105
2020-08-06,Tennessee,286,2214
2020-08-06,Pacific Trust Territories and Possessions,3,0
2020-08-06,Texas,1464,7635
2020-08-06,Utah,298,554
2020-08-06,Virginia,421,818
2020-08-06,Virgin Islands,13,21
2020-08-06,Vermont,15,9
2020-08-06,Washington,497,667
2020-08-06,Wisconsin,127,892
2020-08-06,West Virginia,15,118
2020-08-06,Wyoming,32,35
2020-08-07,Alaska,92,65
2020-08-07,Alabama,71,1709
2020-08-07,Arkansas,55,1011
2020-08-07,Arizona,343,1360
2020-08-07,California,1247,7129
2020-08-07,Colorado,661,448
2020-08-07,Connecticut,45,75
2020-08-07,Florida,998,7686
2020-08-07,Georgia,782,3976
2020-08-07,Hawaii,165,201
2020-08-07,Iowa,62,361
2020-08-07,Idaho,74,563
2020-08-07,Illinois,850,2017
2020-08-07,Indiana,130,1245
2020-08-07,Kansas,34,813
2020-08-07,Kentucky,162,712
2020-08-07,Louisiana,135,1500
2020-08-07,Massachusetts,196,417
2020-08-07,Maryland,217,797
2020-08-07,Maine,34,17
2020-08-07,Michigan,413,813
2020-08-07,Minnesota,309,545
2020-08-07,Missouri,278,1146
2020-08-07,Mississippi,29,1036
2020-08-07,Montana,95,150
2020-08-07,North Carolina,676,1555
2020-08-07,North Dakota,39,150
2020-08-07,Nebraska,59,283
2020-08-07,New Hampshire,17,37
2020-08-07,New Jersey,191,360
2020-08-07,New Mexico,48,192
2020-08-07,Nevada,362,928
2020-08-07,New York,394,720
2020-08-07,Ohio,203,1204
2020-08-07,Oklahoma,82,839
2020-08-07,Oregon,199,408
2020-08-07,Pennsylvania,415,784
2020-08-07,Puerto Rico,63,752
2020-08-07,Rhode Island,25,127
2020-08-07,South Carolina,147,1422
2020-08-07,South Dakota,37,98
2020-08-07,Tennessee,280,2421
2020-08-07,Pacific Trust Territories and Possessions,1,0
2020-08-07,Texas,1471,8164
2020-08-07,Utah,296,498
2020-08-07,Virginia,425,2015
2020-08-07,Virgin Islands,13,6
2020-08-07,Vermont,14,3
2020-08-07,Washington,501,919
2020-08-07,Wisconsin,124,1117
2020-08-07,West Virginia,17,156
2020-08-07,Wyoming,32,42
2020-08-08,Alaska,88,85
2020-08-08,Alabama,67,1872
2020-08-08,Arkansas,46,772
2020-08-08,Arizona,331,1122
2020-08-08,California,1174,8016
2020-08-08,Colorado,617,410
2020-08-08,Connecticut,39,0
2020-08-08,Florida,963,8502
2020-08-08,Georgia,764,4032
2020-08-08,Hawaii,144,231
2020-08-08,Iowa,60,391
2020-08-08,Idaho,71,520
2020-08-08,Illinois,777,2049
2020-08-08,Indiana,116,1039
2020-08-08,Kansas,31,26
2020-08-08,Kentucky,144,839
2020-08-08,Louisiana,122,0
2020-08-08,Massachusetts,157,420
2020-08-08,Maryland,197,762
2020-08-08,Maine,34,12
2020-08-08,Michigan,390,696
2020-08-08,Minnesota,301,916
2020-08-08,Missouri,259,389
2020-08-08,Mississippi,26,1210
2020-08-08,Montana,93,118
2020-08-08,North Carolina,650,1882
2020-08-08,North Dakota,35,181
2020-08-08,Nebraska,56,141
2020-08-08,New Hampshire,15,39
2020-08-08,New Jersey,176,368
2020-08-08,New Mexico,46,150
2020-08-08,Nevada,293,848
2020-08-08,New York,351,706
2020-08-08,Ohio,180,1294
2020-08-08,Oklahoma,79,836
2020-08-08,Oregon,188,353
2020-08-08,Pennsylvania,349,588
2020-08-08,Puerto Rico,58,738
2020-08-08,Rhode Island,21,0
2020-08-08,South Carolina,152,1241
2020-08-08,South Dakota,41,106
2020-08-08,Tennessee,244,1785
2020-08-08,Pacific Trust Territories and Possessions,3,0
2020-08-08,Texas,1366,6339
2020-08-08,Utah,278,291
2020-08-08,Virginia,391,1307
2020-08-08,Virgin Islands,17,0
2020-08-08,Vermont,12,6
2020-08-08,Washington,485,371
2020-08-08,Wisconsin,116,975
2020-08-08,West Virginia,17,130
2020-08-08,Wyoming,32,13
2020-08-09,Alaska,86,100
2020-08-09,Alabama,68,1161
2020-08-09,Arkansas,55,572
2020-08-09,Arizona,344,860
2020-08-09,California,1217,7086
2020-08-09,Colorado,660,308
2020-08-09,Connecticut,44,0
2020-08-09,Florida,1008,6229
2020-08-09,Georgia,777,2839
2020-08-09,Hawaii,161,152
2020-08-09,Iowa,65,608
2020-08-09,Idaho,77,204
2020-08-09,Illinois,854,1366
2020-08-09,Indiana,128,1046
2020-08-09,Kansas,35,153
2020-08-09,Kentucky,154,330
2020-08-09,Louisiana,131,2653
2020-08-09,Massachusetts,189,329
2020-08-09,Maryland,213,908
2020-08-09,Maine,34,16
2020-08-09,Michigan,414,507
2020-08-09,Minnesota,309,797
2020-08-09,Missouri,275,1185
2020-08-09,Mississippi,29,527
2020-08-09,Montana,98,63
2020-08-09,North Carolina,672,1335
2020-08-09,North Dakota,40,88
2020-08-09,Nebraska,59,187
2020-08-09,New Hampshire,18,13
2020-08-09,New Jersey,197,344
2020-08-09,New Mexico,43,200
2020-08-09,Nevada,375,797
2020-08-09,New York,397,513
2020-08-09,Ohio,198,879
2020-08-09,Oklahoma,83,491
2020-08-09,Oregon,195,261
2020-08-09,Pennsylvania,418,646
2020-08-09,Puerto Rico,58,697
2020-08-09,Rhode Island,25,0
2020-08-09,South Carolina,143,975
2020-08-09,South Dakota,40,128
2020-08-09,Tennessee,284,2063
2020-08-09,Pacific Trust Territories and Possessions,1,0
2020-08-09,Texas,1455,5787
2020-08-09,Utah,293,309
2020-08-09,Virginia,414,897
2020-08-09,Virgin Islands,15,19
2020-08-09,Vermont,14,5
2020-08-09,Washington,488,902
2020-08-09,Wisconsin,126,604
2020-08-09,West Virginia,16,131
2020-08-09,Wyoming,34,37
2020-08-10,Alaska,92,66
2020-08-10,Alabama,71,1686
2020-08-10,Arkansas,54,645
2020-08-10,Arizona,343,548
2020-08-10,California,1228,11023
2020-08-10,Colorado,667,305
2020-08-10,Connecticut,43,247
2020-08-10,Florida,966,4155
2020-08-10,Georgia,777,2129
2020-08-10,Hawaii,167,140
2020-08-10,Iowa,62,245
2020-08-10,Idaho,73,470
2020-08-10,Illinois,843,1429
2020-08-10,Indiana,131,663
2020-08-10,Kansas,34,949
2020-08-10,Kentucky,160,423
2020-08-10,Louisiana,134,562
2020-08-10,Massachusetts,165,275
2020-08-10,Maryland,216,756
2020-08-10,Maine,34,7
2020-08-10,Michigan,409,637
2020-08-10,Minnesota,306,618
2020-08-10,Missouri,279,987
2020-08-10,Mississippi,29,476
2020-08-10,Montana,95,80
2020-08-10,North Carolina,671,756
2020-08-10,North Dakota,41,117
2020-08-10,Nebraska,59,264
2020-08-10,New Hampshire,17,9
2020-08-10,New Jersey,186,258
2020-08-10,New Mexico,49,129
2020-08-10,Nevada,357,744
2020-08-10,New York,378,478
2020-08-10,Ohio,200,883
2020-08-10,Oklahoma,82,401
2020-08-10,Oregon,193,216
2020-08-10,Pennsylvania,416,957
2020-08-10,Puerto Rico,57,700
2020-08-10,Rhode Island,25,196
2020-08-10,South Carolina,143,724
2020-08-10,South Dakota,38,58
2020-08-10,Tennessee,277,1179
2020-08-10,Pacific Trust Territories and Possessions,3,0
2020-08-10,Texas,1464,6790
2020-08-10,Utah,293,357
2020-08-10,Virginia,410,663
2020-08-10,Virgin Islands,13,29
2020-08-10,Vermont,15,3
2020-08-10,Washington,492,977
2020-08-10,Wisconsin,126,592
2020-08-10,West Virginia,17,60
2020-08-10,Wyoming,32,-8
2020-08-11,Alaska,88,50
2020-08-11,Alabama,59,831
2020-08-11,Arkansas,44,383
2020-08-11,Arizona,323,1146
2020-08-11,California,1090,11811
2020-08-11,Colorado,589,383
2020-08-11,Connecticut,37,117
2020-08-11,Florida,729,5831
2020-08-11,Georgia,683,3644
2020-08-11,Hawaii,162,118
2020-08-11,Iowa,49,357
2020-08-11,Idaho,70,500
2020-08-11,Illinois,756,1593
2020-08-11,Indiana,105,891
2020-08-11,Kansas,27,87
2020-08-11,Kentucky,115,698
2020-08-11,Louisiana,116,1164
2020-08-11,Massachusetts,135,392
2020-08-11,Maryland,198,582
2020-08-11,Maine,29,1
2020-08-11,Michigan,369,889
2020-08-11,Minnesota,289,323
2020-08-11,Missouri,255,1067
2020-08-11,Mississippi,22,644
2020-08-11,Montana,83,93
2020-08-11,North Carolina,490,1068
2020-08-11,North Dakota,33,172
2020-08-11,Nebraska,52,334
2020-08-11,New Hampshire,12,21
2020-08-11,New Jersey,153,444
2020-08-11,New Mexico,46,199
2020-08-11,Nevada,300,586
2020-08-11,New York,311,667
2020-08-11,Ohio,165,1095
2020-08-11,Oklahoma,77,763
2020-08-11,Oregon,178,294
2020-08-11,Pennsylvania,313,792
2020-08-11,Puerto Rico,49,582
2020-08-11,Rhode Island,21,119
2020-08-11,South Carolina,98,971
2020-08-11,South Dakota,29,50
2020-08-11,Tennessee,239,1036
2020-08-11,Pacific Trust Territories and Possessions,1,0
2020-08-11,Texas,1316,7716
2020-08-11,Utah,269,349
2020-08-11,Virginia,359,996
2020-08-11,Virgin Islands,13,63
2020-08-11,Vermont,11,10
2020-08-11,Washington,454,394
2020-08-11,Wisconsin,120,719
2020-08-11,West Virginia,11,121
2020-08-11,Wyoming,27,31
2020-08-12,Alaska,92,66
2020-08-12,Alabama,62,935
2020-08-12,Arkansas,46,703
2020-08-12,Arizona,334,742
2020-08-12,California,1099,9019
2020-08-12,Colorado,602,360
2020-08-12,Connecticut,36,22
2020-08-12,Florida,756,8109
2020-08-12,Georgia,696,3763
2020-08-12,Hawaii,161,202
2020-08-12,Iowa,52,452
2020-08-12,Idaho,70,513
2020-08-12,Illinois,776,1729
2020-08-12,Indiana,109,712
2020-08-12,Kansas,35,796
2020-08-12,Kentucky,118,1109
2020-08-12,Louisiana,116,1184
2020-08-12,Massachusetts,135,293
2020-08-12,Maryland,203,556
2020-08-12,Maine,30,20
2020-08-12,Michigan,375,464
2020-08-12,Minnesota,296,469
2020-08-12,Missouri,255,1423
2020-08-12,Mississippi,25,1081
2020-08-12,Montana,85,167
2020-08-12,North Carolina,496,1339
2020-08-12,North Dakota,36,85
2020-08-12,Nebraska,58,214
2020-08-12,New Hampshire,12,26
2020-08-12,New Jersey,152,449
2020-08-12,New Mexico,47,173
2020-08-12,Nevada,312,524
2020-08-12,New York,323,706
2020-08-12,Ohio,167,1422
2020-08-12,Oklahoma,77,667
2020-08-12,Oregon,182,247
2020-08-12,Pennsylvania,318,904
2020-08-12,Puerto Rico,48,671
2020-08-12,Rhode Island,20,76
2020-08-12,South Carolina,105,844
2020-08-12,South Dakota,32,102
2020-08-12,Tennessee,246,1486
2020-08-12,Pacific Trust Territories and Possessions,1,0
2020-08-12,Texas,1333,6927
2020-08-12,Utah,277,345
2020-08-12,Virginia,356,776
2020-08-12,Virgin Islands,12,0
2020-08-12,Vermont,10,6
2020-08-12,Washington,460,551
2020-08-12,Wisconsin,121,559
2020-08-12,West Virginia,13,133
2020-08-12,Wyoming,28,13
2020-08-13,Alaska,90,95
2020-08-13,Alabama,73,771
2020-08-13,Arkansas,56,652
2020-08-13,Arizona,360,1328
2020-08-13,California,1177,8115
2020-08-13,Colorado,672,395
2020-08-13,Connecticut,48,76
2020-08-13,Florida,945,6236
2020-08-13,Georgia,799,2326
2020-08-13,Hawaii,169,354
2020-08-13,Iowa,65,705
2020-08-13,Idaho,75,534
2020-08-13,Illinois,854,1929
2020-08-13,Indiana,131,1067
2020-08-13,Kansas,36,110
2020-08-13,Kentucky,149,760
2020-08-13,Louisiana,136,1135
2020-08-13,Massachusetts,179,423
2020-08-13,Maryland,220,769
2020-08-13,Maine,34,19
2020-08-13,Michigan,413,1138
2020-08-13,Minnesota,311,690
2020-08-13,Missouri,273,1561
2020-08-13,Mississippi,29,612
2020-08-13,Montana,95,138
2020-08-13,North Carolina,677,1593
2020-08-13,North Dakota,42,201
2020-08-13,Nebraska,61,416
2020-08-13,New Hampshire,17,34
2020-08-13,New Jersey,191,656
2020-08-13,New Mexico,49,171
2020-08-13,Nevada,388,680
2020-08-13,New York,386,736
2020-08-13,Ohio,207,1178
2020-08-13,Oklahoma,90,709
2020-08-13,Oregon,197,286
2020-08-13,Pennsylvania,416,985
2020-08-13,Puerto Rico,53,372
2020-08-13,Rhode Island,24,111
2020-08-13,South Carolina,139,935
2020-08-13,South Dakota,40,82
2020-08-13,Tennessee,300,1998
2020-08-13,Pacific Trust Territories and Possessions,3,0
2020-08-13,Texas,1521,6980
2020-08-13,Utah,296,356
2020-08-13,Virginia,406,1101
2020-08-13,Virgin Islands,13,65
2020-08-13,Vermont,15,6
2020-08-13,Washington,484,925
2020-08-13,Wisconsin,130,1076
2020-08-13,West Virginia,15,143
2020-08-13,Wyoming,32,33
2020-08-14,Alaska,92,119
2020-08-14,Alabama,74,752
2020-08-14,Arkansas,54,626
2020-08-14,Arizona,361,960
2020-08-14,California,1191,10031
2020-08-14,Colorado,676,345
2020-08-14,Connecticut,45,115
2020-08-14,Florida,921,6148
2020-08-14,Georgia,788,3319
2020-08-14,Hawaii,170,231
2020-08-14,Iowa,62,594
2020-08-14,Idaho,74,498
2020-08-14,Illinois,843,2250
2020-08-14,Indiana,128,1103
2020-08-14,Kansas,35,1159
2020-08-14,Kentucky,159,706
2020-08-14,Louisiana,137,1298
2020-08-14,Massachusetts,175,305
2020-08-14,Maryland,220,702
2020-08-14,Maine,34,26
2020-08-14,Michigan,413,850
2020-08-14,Minnesota,309,730
2020-08-14,Missouri,277,1372
2020-08-14,Mississippi,29,944
2020-08-14,Montana,95,134
2020-08-14,North Carolina,677,1538
2020-08-14,North Dakota,39,151
2020-08-14,Nebraska,61,328
2020-08-14,New Hampshire,16,43
2020-08-14,New Jersey,190,570
2020-08-14,New Mexico,54,173
2020-08-14,Nevada,385,988
2020-08-14,New York,382,724
2020-08-14,Ohio,209,1131
2020-08-14,Oklahoma,88,792
2020-08-14,Oregon,196,299
2020-08-14,Pennsylvania,410,824
2020-08-14,Puerto Rico,55,682
2020-08-14,Rhode Island,24,95
2020-08-14,South Carolina,144,932
2020-08-14,South Dakota,37,127
2020-08-14,Tennessee,293,1978
2020-08-14,Pacific Trust Territories and Possessions,1,0
2020-08-14,Texas,1525,8865
2020-08-14,Utah,292,511
2020-08-14,Virginia,409,1216
2020-08-14,Virgin Islands,13,30
2020-08-14,Vermont,14,17
2020-08-14,Washington,486,486
2020-08-14,Wisconsin,127,980
2020-08-14,West Virginia,17,123
2020-08-14,Wyoming,32,64
2020-08-15,Alaska,87,85
2020-08-15,Alabama,68,1271
2020-08-15,Arkansas,48,-400
2020-08-15,Arizona,343,860
2020-08-15,California,1109,8738
2020-08-15,Colorado,630,281
2020-08-15,Connecticut,41,0
2020-08-15,Florida,914,6352
2020-08-15,Georgia,765,3016
2020-08-15,Hawaii,149,282
2020-08-15,Iowa,59,793
2020-08-15,Idaho,71,308
2020-08-15,Illinois,768,1678
2020-08-15,Indiana,116,1054
2020-08-15,Kansas,31,48
2020-08-15,Kentucky,137,665
2020-08-15,Louisiana,120,0
2020-08-15,Massachusetts,155,471
2020-08-15,Maryland,212,807
2020-08-15,Maine,35,29
2020-08-15,Michigan,388,1018
2020-08-15,Minnesota,305,690
2020-08-15,Missouri,262,1137
2020-08-15,Mississippi,26,825
2020-08-15,Montana,92,99
2020-08-15,North Carolina,651,1412
2020-08-15,North Dakota,35,122
2020-08-15,Nebraska,56,253
2020-08-15,New Hampshire,14,16
2020-08-15,New Jersey,174,278
2020-08-15,New Mexico,50,142
2020-08-15,Nevada,328,848
2020-08-15,New York,342,738
2020-08-15,Ohio,185,1117
2020-08-15,Oklahoma,83,905
2020-08-15,Oregon,186,404
2020-08-15,Pennsylvania,353,757
2020-08-15,Puerto Rico,54,567
2020-08-15,Rhode Island,22,0
2020-08-15,South Carolina,142,1041
2020-08-15,South Dakota,42,94
2020-08-15,Tennessee,258,1306
2020-08-15,Pacific Trust Territories and Possessions,3,0
2020-08-15,Texas,1424,7673
2020-08-15,Utah,279,365
2020-08-15,Virginia,385,912
2020-08-15,Virgin Islands,17,0
2020-08-15,Vermont,12,8
2020-08-15,Washington,473,555
2020-08-15,Wisconsin,122,799
2020-08-15,West Virginia,17,183
2020-08-15,Wyoming,32,44
2020-08-16,Alaska,85,106
2020-08-16,Alabama,71,853
2020-08-16,Arkansas,55,673
2020-08-16,Arizona,357,884
2020-08-16,California,1168,6527
2020-08-16,Colorado,677,320
2020-08-16,Connecticut,45,0
2020-08-16,Florida,963,3779
2020-08-16,Georgia,794,1821
2020-08-16,Hawaii,166,217
2020-08-16,Iowa,66,382
2020-08-16,Idaho,76,174
2020-08-16,Illinois,854,1563
2020-08-16,Indiana,127,743
2020-08-16,Kansas,36,201
2020-08-16,Kentucky,152,206
2020-08-16,Louisiana,132,1181
2020-08-16,Massachusetts,188,394
2020-08-16,Maryland,221,535
2020-08-16,Maine,34,24
2020-08-16,Michigan,413,492
2020-08-16,Minnesota,314,739
2020-08-16,Missouri,276,1051
2020-08-16,Mississippi,29,381
2020-08-16,Montana,98,88
2020-08-16,North Carolina,675,1155
2020-08-16,North Dakota,40,143
2020-08-16,Nebraska,60,131
2020-08-16,New Hampshire,17,8
2020-08-16,New Jersey,196,13
2020-08-16,New Mexico,47,106
2020-08-16,Nevada,403,726
2020-08-16,New York,399,609
2020-08-16,Ohio,206,613
2020-08-16,Oklahoma,88,544
2020-08-16,Oregon,197,244
2020-08-16,Pennsylvania,421,544
2020-08-16,Puerto Rico,58,311
2020-08-16,Rhode Island,25,0
2020-08-16,South Carolina,143,615
2020-08-16,South Dakota,40,156
2020-08-16,Tennessee,295,1849
2020-08-16,Pacific Trust Territories and Possessions,1,0
2020-08-16,Texas,1514,8121
2020-08-16,Utah,292,239
2020-08-16,Virginia,411,937
2020-08-16,Virgin Islands,15,7
2020-08-16,Vermont,14,6
2020-08-16,Washington,476,758
2020-08-16,Wisconsin,132,686
2020-08-16,West Virginia,16,107
2020-08-16,Wyoming,34,59
2020-08-17,Alaska,91,50
2020-08-17,Alabama,72,571
2020-08-17,Arkansas,53,412
2020-08-17,Arizona,356,473
2020-08-17,California,1177,6483
2020-08-17,Colorado,683,203
2020-08-17,Connecticut,45,370
2020-08-17,Florida,907,2678
2020-08-17,Georgia,777,1676
2020-08-17,Hawaii,166,173
2020-08-17,Iowa,63,382
2020-08-17,Idaho,73,319
2020-08-17,Illinois,837,1874
2020-08-17,Indiana,131,605
2020-08-17,Kansas,35,1049
2020-08-17,Kentucky,159,727
2020-08-17,Louisiana,137,567
2020-08-17,Massachusetts,165,248
2020-08-17,Maryland,220,504
2020-08-17,Maine,34,29
2020-08-17,Michigan,409,549
2020-08-17,Minnesota,307,564
2020-08-17,Missouri,276,1395
2020-08-17,Mississippi,29,276
2020-08-17,Montana,94,59
2020-08-17,North Carolina,672,831
2020-08-17,North Dakota,41,60
2020-08-17,Nebraska,61,191
2020-08-17,New Hampshire,16,16
2020-08-17,New Jersey,185,312
2020-08-17,New Mexico,53,92
2020-08-17,Nevada,381,648
2020-08-17,New York,368,410
2020-08-17,Ohio,208,775
2020-08-17,Oklahoma,88,369
2020-08-17,Oregon,193,199
2020-08-17,Pennsylvania,412,611
2020-08-17,Puerto Rico,56,754
2020-08-17,Rhode Island,23,237
2020-08-17,South Carolina,142,456
2020-08-17,South Dakota,38,86
2020-08-17,Tennessee,290,1122
2020-08-17,Pacific Trust Territories and Possessions,3,0
2020-08-17,Texas,1510,5594
2020-08-17,Utah,290,284
2020-08-17,Virginia,407,734
2020-08-17,Virgin Islands,13,19
2020-08-17,Vermont,15,12
2020-08-17,Washington,481,615
2020-08-17,Wisconsin,128,550
2020-08-17,West Virginia,17,68
2020-08-17,Wyoming,32,45
2020-08-18,Alaska,86,67
2020-08-18,Alabama,61,1357
2020-08-18,Arkansas,45,410
2020-08-18,Arizona,333,904
2020-08-18,California,1073,5508
2020-08-18,Colorado,592,283
2020-08-18,Connecticut,37,-12
2020-08-18,Florida,695,3838
2020-08-18,Georgia,671,2840
2020-08-18,Hawaii,161,134
2020-08-18,Iowa,48,372
2020-08-18,Idaho,69,373
2020-08-18,Illinois,750,1864
2020-08-18,Indiana,103,890
2020-08-18,Kansas,28,88
2020-08-18,Kentucky,113,660
2020-08-18,Louisiana,110,640
2020-08-18,Massachusetts,136,222
2020-08-18,Maryland,201,504
2020-08-18,Maine,29,16
2020-08-18,Michigan,358,655
2020-08-18,Minnesota,280,345
2020-08-18,Missouri,254,871
2020-08-18,Mississippi,22,795
2020-08-18,Montana,80,57
2020-08-18,North Carolina,506,1199
2020-08-18,North Dakota,34,135
